,Date,Position,Track Name,Artist,Featured Artists
1448,2017-06-26,29,Giants,Lights,
1449,2017-06-26,30,"Iced Out My Arms (feat. Future, Migos, 21 Savage & T.I.)",DJ Khaled,"Future, Migos, 21 Savage & T.I."
1450,2017-06-26,32,Brother,Kodaline,
1451,2017-06-26,33,Sun Goes Down,"Bruno Martini, Isadora",
1452,2017-06-26,34,The Weekend,"This Diamond Life, Karen Harding",
1453,2017-06-26,35,The Beautiful Game,"RAC, St. Lucia",
1454,2017-06-26,39,745,Vince Staples,
1455,2017-06-26,42,Mine,Dayo Bello,
1456,2017-06-26,46,Summer Body,"The-Dream, Fabolous",
1457,2017-06-26,47,Green Eyes - Recorded at Spotify Studios NYC,Aubrie Sellers,
1458,2017-06-26,49,Hello Ego,"Jhené Aiko, Chris Brown",
1459,2017-06-26,50,Fool,Fitz and The Tantrums,
1460,2017-06-27,46,I Don’t Know Why,Imagine Dragons,
1461,2017-06-27,50,Plastic Soul,Mondo Cozmo,
1462,2017-06-28,12,UAE,Jay Alvarrez,
1463,2017-06-28,47,Intrigued,Nico & Vinz,
1464,2017-06-28,49,Always There When I Need You,Salt Cathedral,
1465,2017-06-28,50,Loco Enamorado,"Abraham Mateo, Farruko, Christian Daniel",
1466,2017-06-29,14,Hit Me Back feat. Blackbear,Jacob Sartorius,
1467,2017-06-29,35,Used to Be,AJ Mitchell,
1468,2017-06-29,45,Bellbottoms,The Jon Spencer Blues Explosion,
1469,2017-06-29,48,Unchanging Love,Mavado,
1470,2017-06-30,28,"Soy Peor Remix (feat. J Balvin, Ozuna & Arcangel)",Bad Bunny,"J Balvin, Ozuna & Arcangel"
1471,2017-06-30,45,Hard Times - Radio Edit,"UMEK, Mike Vale, Chris The Voice",
1472,2017-06-30,48,Wacky Tobaccy,Toby Keith,
1473,2017-06-30,50,"Dancing in the Moonlight (It's Caught Me in Its Spotlight) - Live from Spotify Studios, New York City, NY",alt-J,
1474,2017-07-01,6,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Funk Wav","Pharrell Williams, Katy Perry & Big Sean"
1475,2017-07-01,26,B-A-B-Y,Carla Thomas,
1476,2017-07-01,48,I'm On 3.0,"Trae Tha Truth, T.I., Dave East, Tee Grizzley, Royce Da 5'9"", Curren$y, Shelley FKA DRAM, Snoop Dogg, Fabolous, Rick Ross, Chamillionaire, G-Eazy, Styles P, E-40, Mark Morrison, Gary Clark Jr.",
1477,2017-07-02,4,Bad 4 Us,Superfruit,
1478,2017-07-02,11,Hypnic Jerk,Lemony Kravitz,
1479,2017-07-02,15,Killamonjaro,KILLY,
1480,2017-07-02,33,The Edge - Remastered,David McCallum,
1481,2017-07-02,37,Harlem Shuffle,Bob & Earl,
1482,2017-07-03,2,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"Tyler, The Creator",Frank Ocean & Steve Lacy
1483,2017-07-03,3,Mi Gente,"J Balvin, Willy William",
1484,2017-07-03,4,New York,St. Vincent,
1485,2017-07-03,5,Who Dat Boy (feat. A$AP Rocky),"Tyler, The Creator",A$AP Rocky
1486,2017-07-03,7,Vacation,Dirty Heads,
1487,2017-07-03,8,Imaginary Parties,Superfruit,
1488,2017-07-03,9,Guilty Party,The National,
1489,2017-07-03,11,Drift,Towkio,
1490,2017-07-03,12,Honey Jack,17 Memphis,
1491,2017-07-03,16,Faking It (feat. Kehlani & Lil Yachty),"Calvin Harris, Funk Wav",Kehlani & Lil Yachty
1492,2017-07-03,17,If You're Hearing This,"Hook N Sling, Parson James, Betty Who",
1493,2017-07-03,19,Just Call (feat. Bella Thorne),Prince Fox,Bella Thorne
1494,2017-07-03,20,Movin' Around,"CyHi The Prynce, ScHoolboy Q",
1495,2017-07-03,21,Good Nights (feat. Mascolo),Whethan,Mascolo
1496,2017-07-03,22,Super Far,LANY,
1497,2017-07-03,23,Signs of Life,Arcade Fire,
1498,2017-07-03,24,Extra Luv (feat. YG),Future,YG
1499,2017-07-03,25,Two Fux,Adam Lambert,
1500,2017-07-03,26,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)","Calvin Harris, Shelley FKA DRAM, Funk Wav","ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M."
1501,2017-07-03,27,Prayers Up (feat. Travis Scott & A-Trak),"Calvin Harris, Funk Wav",Travis Scott & A-Trak
1502,2017-07-03,29,Lay It On Me (Feat. Keiynan Lonsdale),Kasbo,
1503,2017-07-03,30,In The Name Of Love - Recorded At Spotify Studios NYC,Kari Jobe,
1504,2017-07-03,31,Sun Comes Up (feat. James Arthur),Rudimental,James Arthur
1505,2017-07-03,34,PIE,"Future, Chris Brown",
1506,2017-07-03,35,The Future (with James Vincent McMorrow),San Holo,
1507,2017-07-03,38,Fuck Ugly God,Ugly God,
1508,2017-07-03,40,We Stayed Up All Night,"Tourist, Ardyn",
1509,2017-07-03,41,Chinatown,Liam Gallagher,
1510,2017-07-03,42,Maps,Freya Ridings,
1511,2017-07-03,47,Liife,"Desiigner, Gucci Mane",
1512,2017-07-03,50,Rescue,Hunter Hayes,
1513,2017-07-04,21,God Bless The U.S.A.,Lee Greenwood,
1514,2017-07-04,47,The Hamptons,Transviolet,
1515,2017-07-04,48,Hallelujah,Noah Kahan,
1516,2017-07-04,49,Versace on the Floor (Bruno Mars vs. David Guetta),Bruno Mars,
1517,2017-07-05,46,Baby Let Me Take You (In My Arms),The Detroit Emeralds,
1518,2017-07-05,47,America The Beautiful,Ray Charles,
1519,2017-07-05,49,I Like Me Better - Ryan Riback Remix,Lauv,
1520,2017-07-05,50,Hard to Love (feat. Jessie Reyez),"Calvin Harris, Funk Wav",Jessie Reyez
1521,2017-07-06,39,Superhuman (feat. Eric Leva),SLANDER,Eric Leva
1522,2017-07-06,45,Nowhere to Run,BOGA,
1523,2017-07-06,49,Second 2 None (feat. Christine And The Queens),Mura Masa,Christine And The Queens
1524,2017-07-07,50,Kashmere,Kashmere Stage Band,
1525,2017-07-09,48,Hocus Pocus - Extended Version,Focus,
1526,2017-07-10,1,Praying,Kesha,
1527,2017-07-10,3,DUNK CONTEST (MAGIC BIRD),"Magic & Bird, Andy Mineo, Wordsplayed",
1528,2017-07-10,4,Justify You,"Kasra V, K.Flay",
1529,2017-07-10,5,Cycles,"Methal, X Ambassadors",
1530,2017-07-10,6,Get Low (with Liam Payne),Zedd,
1531,2017-07-10,7,Written in the Sand,Old Dominion,
1532,2017-07-10,8,Thinking ‘Bout You (Sleepless In Cairo),"Sufyvn, BJ The Chicago Kid",
1533,2017-07-10,9,Plot Twist,"Marc E. Bassy, KYLE",
1534,2017-07-10,10,Lit (feat. Gucci Mane & T-Pain),"Steve Aoki, Yellow Claw",Gucci Mane & T-Pain
1535,2017-07-10,11,Ride - Recorded at Spotify Studios NYC,MisterWives,
1536,2017-07-10,13,Strapped,A$AP Twelvyy,
1537,2017-07-10,15,Options,"Moh Flow, Pusha T",
1538,2017-07-10,16,Bank Account,21 Savage,
1539,2017-07-10,17,Ni Tú Ni Yo (feat. Gente de Zona),Jennifer Lopez,Gente de Zona
1540,2017-07-10,18,Summer Days,Rhye,
1541,2017-07-10,19,Bring Dem Things,"French Montana, Pharrell Williams",
1542,2017-07-10,21,Sweat,The All-American Rejects,
1543,2017-07-10,22,All My Love (feat. Conor Maynard),Cash Cash,Conor Maynard
1544,2017-07-10,24,Clearly,Dylan Hyde,
1545,2017-07-10,25,Miss Me,Leikeli47,
1546,2017-07-10,26,Something American,Jade Bird,
1547,2017-07-10,27,Don't Delete The Kisses,Wolf Alice,
1548,2017-07-10,31,I Want You (feat. Matthew John Kurz),"Robotaki, Manila Killa",Matthew John Kurz
1549,2017-07-10,32,Come Back Home,BTS,
1550,2017-07-10,34,Fake Denim,Quinn XCII,
1551,2017-07-10,35,Lost On You,Lewis Capaldi,
1552,2017-07-10,36,Move to L.A.,"Tyga, Ty Dolla $ign",
1553,2017-07-10,38,Numb,21 Savage,
1554,2017-07-10,40,Surround Me,LÉON,
1555,2017-07-10,43,Wonder,"Blackmagic, Fetty Wap",
1556,2017-07-10,44,A L I E N S,Coldplay,
1557,2017-07-10,45,FaceTime,21 Savage,
1558,2017-07-10,46,You Never Knew,HAIM,
1559,2017-07-10,47,Kept Me Crying,HAIM,
1560,2017-07-10,49,Why,Sabrina Carpenter,
1561,2017-07-11,44,Feels Like Falling in Love,The XCERTS,
1562,2017-07-12,11,Honeycola,Ben Stevenson,
1563,2017-07-12,17,24K,Biig Piig,
1564,2017-07-12,27,27 (feat. rAHHH),Lorenzo_BITW,rAHHH
1565,2017-07-12,35,South of the River,Tom Misch,
1566,2017-07-12,36,One Of These Days,Bedouine,
1567,2017-07-13,45,Please,Rhye,
1568,2017-07-14,3,Dancing Queen,Daecolm,
1569,2017-07-14,7,"Speakers, Bleachers And Preachers",Brandon Lay,
1570,2017-07-15,45,Mirage,Toro y Moi,
1571,2017-07-16,48,Bad Habits,a l l i e,
1572,2017-07-17,1,Sorry Not Sorry,Demi Lovato,
1573,2017-07-17,2,Fetish (feat. Gucci Mane),Selena Gomez,Gucci Mane
1574,2017-07-17,3,Woman,"Kesha, The Dap-Kings Horns",
1575,2017-07-17,4,Summer Bummer (feat. A$AP Rocky & Playboi Carti),Lana Del Rey,A$AP Rocky & Playboi Carti
1576,2017-07-17,6,Sway (feat. Quavo & Lil Yachty),NexXthursday,Quavo & Lil Yachty
1577,2017-07-17,7,Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator",Rex Orange County & Anna of the North
1578,2017-07-17,8,Higher Ground (feat. Naomi Wild),ODESZA,Naomi Wild
1579,2017-07-17,10,Adrian,"The Mary Nixons, The Knocks, Mat Zo",
1580,2017-07-17,12,Hopes Up (feat. Dashboard Confessional),"nothing,nowhere.",Dashboard Confessional
1581,2017-07-17,13,Groupie Love (feat. A$AP Rocky),Lana Del Rey,A$AP Rocky
1582,2017-07-17,14,Lay It on Me,Vance Joy,
1583,2017-07-17,15,A Lie,"French Montana, The Weeknd, Max B",
1584,2017-07-17,16,Sit Next to Me,Foster The People,
1585,2017-07-17,17,Miracles (Someone Special),"Coldplay, Big Sean",
1586,2017-07-17,18,True Feeling,Galantis,
1587,2017-07-17,19,Less Than,Nine Inch Nails,
1588,2017-07-17,20,Talk Is Overrated,"Jeremy Zucker, blackbear",
1589,2017-07-17,21,My Mind Is For Sale,Jack Johnson,
1590,2017-07-17,22,Don't Tell Me,Ruel,
1591,2017-07-17,23,Love U Better (feat. Lil Wayne & The-Dream),Ty Dolla $ign,Lil Wayne & The-Dream
1592,2017-07-17,26,Rich Love (with Seeb),OneRepublic,
1593,2017-07-17,29,Electric Blue,Arcade Fire,
1594,2017-07-17,31,Mayores,"Becky G, Bad Bunny",
1595,2017-07-17,34,Po-Dunk,Kid Rock,
1596,2017-07-17,35,Count on Me,NEEDTOBREATHE,
1597,2017-07-17,36,Call Me,"NAV, Metro Boomin",
1598,2017-07-17,38,Fuck They,Sofi Tukker,
1599,2017-07-17,39,"""Was He Slow?"" - Music From The Motion Picture Baby Driver",Kid Koala,
1600,2017-07-17,43,Far Gone (feat. Johnny Yukon),BURNS,Johnny Yukon
1601,2017-07-17,44,JERIKA,"Jake Paul, Erika Costell, Uncle Kade",
1602,2017-07-17,45,Goodbye,Echosmith,
1603,2017-07-17,49,Tired - Kygo Remix,"Alan Walker, Gavin James",
1604,2017-07-18,47,Show Me (feat. Madison Ryann Ward),John Splithoff,Madison Ryann Ward
1605,2017-07-19,18,Ava,Le Son,
1606,2017-07-19,46,Motion Sickness,Neck Deep,
1607,2017-07-19,49,Skydiving,Lights,
1608,2017-07-19,50,Fly,Elley Duhé,
1609,2017-07-20,47,COPYCAT,Billie Eilish,
1610,2017-07-20,49,Heartbreak Summer,"RAC, K.Flay",
1611,2017-07-21,5,One More Light,Linkin Park,
1612,2017-07-21,7,,,
1613,2017-07-21,12,Leave Out All The Rest,Linkin Park,
1614,2017-07-21,19,Riot,Camino,
1615,2017-07-21,21,In the End,Linkin Park,
1616,2017-07-21,31,My December,Linkin Park,
1617,2017-07-21,32,Shadow of the Day,Linkin Park,
1618,2017-07-21,41,Somewhere I Belong,Linkin Park,
1619,2017-07-21,43,Numb,Linkin Park,
1620,2017-07-21,46,Umi,Populous,
1621,2017-07-22,1,We Do It Best,"Tay Alesia, Tanner Fox, Dylan Matthew",
1622,2017-07-22,34,Nobody Can Save Me,Linkin Park,
1623,2017-07-22,49,Crawling,Linkin Park,
1624,2017-07-24,1,Get Some,"Ghosted, KAMILLE",
1625,2017-07-24,2,Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,Bebe Rexha & Digital Farm Animals
1626,2017-07-24,4,Would You Mind,PRETTYMUCH,
1627,2017-07-24,5,Beautiful People Beautiful Problems (feat. Stevie Nicks),Lana Del Rey,Stevie Nicks
1628,2017-07-24,6,Believe,"A-Trak, Quavo, Lil Yachty",
1629,2017-07-24,8,See You Again (feat. Kali Uchis),"Tyler, The Creator",Kali Uchis
1630,2017-07-24,9,Strangest Thing,The War On Drugs,
1631,2017-07-24,11,I Ain't Got Time!,"Tyler, The Creator",
1632,2017-07-24,14,Kiss Somebody,Morgan Evans,
1633,2017-07-24,16,Diamonds (feat. A$AP Rocky),A$AP Twelvyy,A$AP Rocky
1634,2017-07-24,20,Interweb,Poppy,
1635,2017-07-24,21,Newno,"lophiile, Moss Kena, Nick Grant",
1636,2017-07-24,22,Tomorrow Never Came (feat. Sean Ono Lennon),Lana Del Rey,Sean Ono Lennon
1637,2017-07-24,28,PARI$ (feat. Jutes),PANDA$,Jutes
1638,2017-07-24,29,Mattress,Leland,
1639,2017-07-24,30,Bella y Sensual,"Romeo Santos, Daddy Yankee, Nicky Jam",
1640,2017-07-24,36,Momentum,Don Diablo,
1641,2017-07-24,37,13 Beaches,Lana Del Rey,
1642,2017-07-24,38,In My Feelings,Lana Del Rey,
1643,2017-07-24,40,Sobredosis (feat. Ozuna),Romeo Santos,Ozuna
1644,2017-07-24,41,Wedding Crashers,"Aminé, Offset",
1645,2017-07-24,42,Where This Flower Blooms (feat. Frank Ocean),"Tyler, The Creator",Frank Ocean
1646,2017-07-24,44,Un Vuelo A La (feat. Jessie Reyez),Romeo Santos,Jessie Reyez
1647,2017-07-24,46,Don't Matter - Recorded at Spotify Studios NYC,Lauv,
1648,2017-07-24,47,Cherry,Lana Del Rey,
1649,2017-07-24,49,Ahead Of Myself,X Ambassadors,
1650,2017-07-25,9,Gold,The Ivy,
1651,2017-07-25,31,Watcha Gon' Do?,"Diddy, The Notorious B.I.G., Rick Ross",
1652,2017-07-25,32,Safar Barlik,Hadi Zeidan,
1653,2017-07-25,47,Wrong 4 This,Kristian Galva,
1654,2017-07-26,3,Turn Up On the Weekend,"Branchez, Big Wet",
1655,2017-07-26,30,Wherever You Go (You'll Never See Me),Aybner,
1656,2017-07-26,44,Vivo Pensando En Ti (feat. Maluma),Felipe Peláez,Maluma
1657,2017-07-26,50,Morose,Beni Moun,
1658,2017-07-27,9,Keep Faith,"Zach Witness, Jon Bap",
1659,2017-07-27,30,I Miss You,"Rocky Wellstack, Nicole Bus",
1660,2017-07-27,31,The Race,Tay-K,
1661,2017-07-28,41,Kings And Queens Of Summer,Matstubs,
1662,2017-07-28,48,You and I,Tullio,
1663,2017-07-28,49,Wanted,"IKON, E-Will",
1664,2017-07-31,2,Would You Ever,"Skrillex, Poo Bear",
1665,2017-07-31,4,Marmalade (feat. Lil Yachty),Macklemore,Lil Yachty
1666,2017-07-31,5,Boys,Charli XCX,
1667,2017-07-31,6,Unforgettable,Thomas Rhett,
1668,2017-07-31,9,Learn To Let Go,Kesha,
1669,2017-07-31,10,Asido,Purity Ring,
1670,2017-07-31,11,Pony (feat. Gucci Mane),Huntar,Gucci Mane
1671,2017-07-31,13,love somebody like you,joan,
1672,2017-07-31,14,Run For Cover,The Killers,
1673,2017-07-31,15,Midnight - Single Version,Jessie Ware,
1674,2017-07-31,16,Sleepy Eyes,"Elohim, Whethan",
1675,2017-07-31,17,Complicated (feat. Kiiara),"Dimitri Vegas & Like Mike, David Guetta, Dimitri Vegas",Kiiara
1676,2017-07-31,18,Faded Heart,BØRNS,
1677,2017-07-31,21,Pere (feat. Rae Sremmurd & Young Thug),DaVido,Rae Sremmurd & Young Thug
1678,2017-07-31,22,In Cold Blood - Baauer Remix,alt-J,
1679,2017-07-31,24,Landslide - Recorded At Spotify Studios NYC,The Japanese House,
1680,2017-07-31,29,do re mi (feat. Gucci Mane),blackbear,Gucci Mane
1681,2017-07-31,31,Spice Girl,Aminé,
1682,2017-07-31,33,Either Way (feat. Joey Bada$$),"Snakehips, Anne-Marie",Joey Bada$$
1683,2017-07-31,34,Belong To You,Sabrina Claudio,
1684,2017-07-31,35,Please Keep Loving Me,James TW,
1685,2017-07-31,36,Worst In Me,Julia Michaels,
1686,2017-07-31,37,Love In Ruins (feat. Sinead Harnett),Gryffin,Sinead Harnett
1687,2017-07-31,38,Sweetest Life,KWAYE,
1688,2017-07-31,40,Pretty Girls on Bikes,dubé,
1689,2017-07-31,42,Perfect,"Dave East, Chris Brown",
1690,2017-07-31,43,CAGES,NEEDTOBREATHE,
1691,2017-07-31,45,You Da Baddest (feat. Nicki Minaj),Future,Nicki Minaj
1692,2017-08-01,46,Robarte un Beso,"Carlos Vives, Sebastian Yatra",
1693,2017-08-01,47,Put Your Money on Me,Arcade Fire,
1694,2017-08-01,49,Don't Wanna Wake Up,Capital Kings,
1695,2017-08-02,2,Cooks,Still Woozy,
1696,2017-08-02,11,You're So Beautiful,Reddish Blu,
1697,2017-08-02,46,Rx (Medicate),Theory of a Deadman,
1698,2017-08-02,49,We Could Be Free,"VIC MENSA, Ty Dolla $ign",
1699,2017-08-03,50,Alala,Populous,
1700,2017-08-04,36,Batman,Jaden,
1701,2017-08-05,36,Nothing Wrong,G-Eazy,
1702,2017-08-05,39,Young Boy,snny,
1703,2017-08-06,33,The Night Begins to Shine,B.E.R.,
1704,2017-08-06,38,Mr. Clean,Yung Gravy,
1705,2017-08-06,44,No Stopping You,Brett Eldredge,
1706,2017-08-07,1,Cocaina,"Captain Cuts, Rich The Kid, Daniels",
1707,2017-08-07,3,I Don't Want It At All,Kim Petras,
1708,2017-08-07,5,OMG (feat. Quavo),Camila Cabello,Quavo
1709,2017-08-07,6,Perplexing Pegasus,Rae Sremmurd,
1710,2017-08-07,7,Hymn,Kesha,
1711,2017-08-07,9,Insecure,"Jazmine Sullivan, Bryson Tiller",
1712,2017-08-07,11,Pain,The War On Drugs,
1713,2017-08-07,12,Havana,"Camila Cabello, Young Thug",
1714,2017-08-07,13,Reminder - Remix,"The Weeknd, A$AP Rocky, Young Thug",
1715,2017-08-07,14,Hop Out (feat. A$AP Ferg),A$AP Twelvyy,A$AP Ferg
1716,2017-08-07,16,Changes,Hazers,
1717,2017-08-07,19,Flood Watch (feat. Offset),Juicy J,Offset
1718,2017-08-07,20,Ends of the Earth,Brandon Ray,
1719,2017-08-07,21,Outro,NF,
1720,2017-08-07,24,Imperfections,"Starrah, Diplo",
1721,2017-08-07,25,Stop Smoking Black & Milds,Ugly God,
1722,2017-08-07,26,Que Va,"Alex Sensation, Ozuna",
1723,2017-08-07,29,Love a Loser,"Cassie, G-Eazy",
1724,2017-08-07,30,Worst,Quinn XCII,
1725,2017-08-07,31,Burn Slow,Jaira Burns,
1726,2017-08-07,38,Love Won't Let Me Down,Hillsong Young & Free,
1727,2017-08-07,40,Unforgettable (feat. Swae Lee) - Latin Remix,"French Montana, J Balvin",Swae Lee
1728,2017-08-07,41,"East Coast REMIX (feat. Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg)",A$AP Ferg,"Busta Rhymes, A$AP Rocky, Dave East, French Montana, Rick Ross & Snoop Dogg"
1729,2017-08-07,44,Forgetting All About You feat. Blackbear,Phoebe Ryan,
1730,2017-08-07,49,Sunsets For Somebody Else,Jack Johnson,
1731,2017-08-07,50,Clap Your Hands (feat. Ava Max),Le Youth,Ava Max
1732,2017-08-08,48,Moment,"King Henry, Rhye",
1733,2017-08-09,10,Let Me,"GrizzRivers, Peter Fenn",
1734,2017-08-09,12,Trap or Die,NSTASIA,
1735,2017-08-09,32,LMK,Kelela,
1736,2017-08-09,46,That's It (feat. Gucci Mane & 2 Chainz),Bebe Rexha,Gucci Mane & 2 Chainz
1737,2017-08-09,47,SAY LESS,"Magic & Bird, Andy Mineo, Wordsplayed",
1738,2017-08-09,49,Good Hurt,Chappell Roan,
1739,2017-08-10,41,Gentle On My Mind - Remastered 2001,Glen Campbell,
1740,2017-08-10,47,Wichita Lineman - Remastered 2001,Glen Campbell,
1741,2017-08-10,48,Krippy Kush,"Farruko, Bad Bunny, Rvssian",
1742,2017-08-10,50,Pretty Girls,BAD CHILD,
1743,2017-08-11,20,Waiting Bells,Raiku,
1744,2017-08-11,38,Rhinestone Cowboy,Glen Campbell,
1745,2017-08-12,20,New Day (feat. Young Thug & Lil Yachty),Nicky D's,Young Thug & Lil Yachty
1746,2017-08-12,46,Woman (feat. The Dap-Kings Horns),Kesha,The Dap-Kings Horns
1747,2017-08-13,3,I Want To Love You,"OVYD, Peter Duke",
1748,2017-08-14,1,Silence,"Marshmello, Khalid",
1749,2017-08-14,2,Text Ur Number (feat. DJ Sliink & Fetty Wap),DJ Envy,DJ Sliink & Fetty Wap
1750,2017-08-14,3,What About Us,P!nk,
1751,2017-08-14,4,STFU & Hold Me,Liz Huett,
1752,2017-08-14,5,The Evil Has Landed,Queens of the Stone Age,
1753,2017-08-14,7,Without You (feat. Sandro Cavazza),Avicii,Sandro Cavazza
1754,2017-08-14,9,Lonely Together (feat. Rita Ora),Avicii,Rita Ora
1755,2017-08-14,10,Favor,"Vindata, Skrillex, NSTASIA",
1756,2017-08-14,11,Crawl Outta Love,"ILLENIUM, Annika Wells",
1757,2017-08-14,12,Rewind,"Louis Futon, Ashe, Armani White",
1758,2017-08-14,14,Something New (feat. Ty Dolla $ign),Wiz Khalifa,Ty Dolla $ign
1759,2017-08-14,16,Carin at the Liquor Store,The National,
1760,2017-08-14,18,Angel,Fifth Harmony,
1761,2017-08-14,19,Sixteen,Thomas Rhett,
1762,2017-08-14,20,For What It's Worth,Liam Gallagher,
1763,2017-08-14,23,Summer Of Love,"NOTD, Dagny",
1764,2017-08-14,25,Space (feat. Quinn XCII),Prince Fox,Quinn XCII
1765,2017-08-14,26,Bastards,Kesha,
1766,2017-08-14,28,Nasty (Who Dat) (feat. Migos),A$AP Ferg,Migos
1767,2017-08-14,31,Little of Your Love - BloodPop® Remix,HAIM,
1768,2017-08-14,32,Rainbow,Kesha,
1769,2017-08-14,33,Química (Dance With Me) (feat. Balkan Beat Box),Bomba Estéreo,Balkan Beat Box
1770,2017-08-14,38,Old Flames (Can't Hold A Candle To You) (feat. Dolly Parton),Kesha,Dolly Parton
1771,2017-08-14,44,Let 'Em Talk (feat. Eagles of Death Metal),Kesha,Eagles of Death Metal
1772,2017-08-14,46,Nobody Has to Know,Timeflies,
1773,2017-08-14,47,Unapologetically,Kelsea Ballerini,
1774,2017-08-15,43,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,Florida Georgia Line
1775,2017-08-15,44,Hurtin' Me,"Stefflon Don, French Montana",
1776,2017-08-15,48,Explícale,"Yandel, Bad Bunny",
1777,2017-08-15,49,That Much,Buddy,
1778,2017-08-15,50,Why Did You Lie?,Carlie Hanson,
1779,2017-08-16,45,Hunt You Down,Kesha,
1780,2017-08-17,47,Make You Love Me,"Jarreau Vandal, Zak Abel",
1781,2017-08-17,48,Complicated (feat. Shungudzo),Bantu,Shungudzo
1782,2017-08-17,49,Insecure,Moneybagg Yo,
1783,2017-08-18,44,Plain Jane,A$AP Ferg,
1784,2017-08-18,49,Side B!+$#es,Moneybagg Yo,
1785,2017-08-19,8,Not Mine,Miquela,
1786,2017-08-19,44,Always,"SprngBrk, Chris Brown, Ty Dolla $ign",
1787,2017-08-19,48,Si Tu Lo Dejas,"Rvssian, Bad Bunny, Farruko, Nicky Jam, Kosa",
1788,2017-08-20,49,Greatest Love Story,LANCO,
1789,2017-08-21,1,Friends (with BloodPop®),Justin Bieber,
1790,2017-08-21,3,Take Me,Aly & AJ,
1791,2017-08-21,4,Total Eclipse of The Heart,Bonnie Tyler,
1792,2017-08-21,5,I Get The Bag (feat. Migos),Gucci Mane,Migos
1793,2017-08-21,6,Grave,Thomas Rhett,
1794,2017-08-21,7,Bodak Yellow (feat. Messiah) - Latin Trap Remix,Cardi B,Messiah
1795,2017-08-21,8,tonite,LCD Soundsystem,
1796,2017-08-21,10,Water Me,Lizzo,
1797,2017-08-21,11,Reggaetón Lento (Remix),"CNCO, Little Mix",
1798,2017-08-21,12,Place We Were Made,Maisie Peters,
1799,2017-08-21,14,Drip,Luke James,
1800,2017-08-21,16,In Bloom,Neck Deep,
1801,2017-08-21,17,Questions,Chris Brown,
1802,2017-08-21,18,All On My Mind - Single Version,Anderson East,
1803,2017-08-21,19,Crawling,Chase & Status,
1804,2017-08-21,21,Save That Shit,Lil Peep,
1805,2017-08-21,22,Younger Now,Miley Cyrus,
1806,2017-08-21,23,Glow Like Dat,Rich Brian,
1807,2017-08-21,24,Television Romance,Pale Waves,
1808,2017-08-21,25,"Cross My Mind, Pt. 2 (feat. Kiiara)",A R I Z O N A,Kiiara
1809,2017-08-21,26,You Make Me,Chelsea Cutler,
1810,2017-08-21,27,California,Anthony Russo,
1811,2017-08-21,28,Green Lights,NF,
1812,2017-08-21,33,Need Somebody,Xuitcasecity,
1813,2017-08-21,35,Total Eclipse of the Heart,Jill Andrews,
1814,2017-08-21,38,Mexican Fender,Weezer,
1815,2017-08-21,39,Roll in Peace (feat. XXXTENTACION),Kodak Black,XXXTENTACION
1816,2017-08-21,42,Type Of Shit (feat. Wiz Khalifa),Buddy,Wiz Khalifa
1817,2017-08-21,43,Refugee,Skip Marley,
1818,2017-08-21,44,Lose A Little Sleep,Ryan Follese,
1819,2017-08-21,46,Wish You Were Here,Neck Deep,
1820,2017-08-21,47,"Feels So Good (feat. A$AP Ferg, A$AP Nast, A$AP Rocky & A$AP Twelvyy)",A$AP Mob,"A$AP Ferg, A$AP Nast, A$AP Rocky & A$AP Twelvyy"
1821,2017-08-21,49,Basket Case - From ‘The Tick’ TV Series,Bastille,
1822,2017-08-22,11,Dreams,"NERO, ZHU",
1823,2017-08-22,14,Criminal,"Natti Natasha, Ozuna",
1824,2017-08-22,50,Phone Jumpin,"Dave East, Wiz Khalifa",
1825,2017-08-23,15,Appointments,Julien Baker,
1826,2017-08-23,48,Maneuver,"Dave East, French Montana",
1827,2017-08-24,40,Can't Get It Out,Brand New,
1828,2017-08-24,44,Same Logic / Teeth,Brand New,
1829,2017-08-24,47,Lit Me Up,Brand New,
1830,2017-08-25,29,GUMMY,BROCKHAMPTON,
1831,2017-08-25,35,Waste,Brand New,
1832,2017-08-25,41,Transportin',Kodak Black,
1833,2017-08-25,48,137,Brand New,
1834,2017-08-25,49,JUNKY,BROCKHAMPTON,
1835,2017-08-26,11,Money Team,Friyie,
1836,2017-08-26,45,Everybody's Someone in LA,nite swim,
1837,2017-08-26,46,Could Never Be Heaven,Brand New,
1838,2017-08-27,3,Forbidden Lovers,King Garbage,
1839,2017-08-27,32,Blessed,Daniel Caesar,
1840,2017-08-28,1,Look What You Made Me Do,Taylor Swift,
1841,2017-08-28,2,These Heaux,Bhad Bhabie,
1842,2017-08-28,3,"No Flag (feat. Nicki Minaj, 21 Savage & Offset)",London On Da Track,"Nicki Minaj, 21 Savage & Offset"
1843,2017-08-28,4,Walk On Water,Thirty Seconds To Mars,
1844,2017-08-28,5,Sky Walker (feat. Travis Scott),Miguel,Travis Scott
