,Date,Position,Track Name,Artist,Featured Artists
3565,2018-05-15,50,Pick Up,DJ Koze,
3566,2018-05-16,4,Toy,Netta,
3567,2018-05-16,33,If You Want It,"Slightly Stoopid, Alborosie",
3568,2018-05-16,45,Mi Cama,KAROL G,
3569,2018-05-16,48,Ikuyo (feat. 2 Chainz & Sophia Black),KYLE,2 Chainz & Sophia Black
3570,2018-05-17,10,Fuego,Eleni Foureira,
3571,2018-05-17,29,Coming up for Air,Signals In Smoke,
3572,2018-05-17,46,Patient,Charlie Puth,
3573,2018-05-17,47,Movement,Oliver Tree,
3574,2018-05-17,48,Starchild,Elujay,
3575,2018-05-17,49,these are my friends,lovelytheband,
3576,2018-05-18,10,Back To You,Selena Gomez,
3577,2018-05-18,34,Sound of Where'd U Go,"ILLENIUM, Said The Sky, 1788-L, Kerli",
3578,2018-05-18,47,Forever,Ar'mon & Trey,
3579,2018-05-18,50,Reckless Love (Spontaneous),"Bethel Music, Steffany Gretzinger",
3580,2018-05-19,47,Boo'd Up,Ella Mai,
3581,2018-05-20,37,I'd Rather Be Me,"Barrett Wilbert Weed, Original Broadway Cast of Mean Girls",
3582,2018-05-20,47,LATATA,(G)I-DLE,
3583,2018-05-21,1,Yes Indeed,"Lil Baby, Drake",
3584,2018-05-21,2,B*TCH I'M BELLA THORNE,Bella Thorne,
3585,2018-05-21,3,Bubblin,Anderson .Paak,
3586,2018-05-21,4,Don't Go Breaking My Heart,Backstreet Boys,
3587,2018-05-21,5,Jackie Chan,"Tiësto, Dzeko, Preme, Post Malone",
3588,2018-05-21,6,Sangria Wine,"Pharrell Williams, Camila Cabello",
3589,2018-05-21,8,FAKE LOVE,BTS,
3590,2018-05-21,9,Fall In Line (feat. Demi Lovato),Christina Aguilera,Demi Lovato
3591,2018-05-21,10,Taste (feat. Offset),Tyga,Offset
3592,2018-05-21,11,Dinero,"Jennifer Lopez, DJ Khaled, Cardi B",
3593,2018-05-21,12,Downtown's Dead,Sam Hunt,
3594,2018-05-21,13,Dance Macabre,Ghost,
3595,2018-05-21,14,Speechless,Dan + Shay,
3596,2018-05-21,15,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,
3597,2018-05-21,16,Ultimatum,"Disclosure, Fatoumata Diawara",
3598,2018-05-21,17,Solo (feat. Demi Lovato),Clean Bandit,Demi Lovato
3599,2018-05-21,19,WIN,Jay Rock,
3600,2018-05-21,20,The Reason,Chelsea Cutler,
3601,2018-05-21,23,Like That,Kris Wu,
3602,2018-05-21,24,joy.,for KING & COUNTRY,
3603,2018-05-21,25,Go (feat. H.E.R. & Rapsody),Alex Da Kid,H.E.R. & Rapsody
3604,2018-05-21,27,Ultimatum - Edit,"Disclosure, Fatoumata Diawara",
3605,2018-05-21,28,Where Were You In The Morning?,Shawn Mendes,
3606,2018-05-21,29,Champion (feat. Travis Scott),NAV,Travis Scott
3607,2018-05-21,32,Blue on Black,Five Finger Death Punch,
3608,2018-05-21,34,Ginger,"Riton, Kah-Lo",
3609,2018-05-21,35,Geyser,Mitski,
3610,2018-05-21,36,Change Lanes,Kevin Gates,
3611,2018-05-21,37,God Break Down the Door,Nine Inch Nails,
3612,2018-05-21,39,Girlfriend (feat. Dâm-Funk),"Christine and the Queens, DāM-FunK",Dâm-Funk
3613,2018-05-21,40,Life Goes On,"Lil Baby, Gunna, Lil Uzi Vert",
3614,2018-05-21,42,Hangover (feat. Prince Royce),Maluma,Prince Royce
3615,2018-05-21,44,Back To Life,Russ,
3616,2018-05-21,45,Pretender (feat. Lil Yachty & AJR),Steve Aoki,Lil Yachty & AJR
3617,2018-05-21,47,Start Again (feat. Logic),OneRepublic,Logic
3618,2018-05-21,50,Taste,Betty Who,
3619,2018-05-22,12,Old Friends,Ben Rector,
3620,2018-05-22,19,wait,ilo ilo,
3621,2018-05-22,22,Wake Me When It's Quiet,"Hilda, Don Diablo",
3622,2018-05-22,34,Horizon,"Seven Lions, Tritonal, Kill The Noise, HALIENE",
3623,2018-05-22,35,Cruel,Oli Fox,
3624,2018-05-22,45,Man Don't Dance,Big Shaq,
3625,2018-05-23,7,Promise Not To Fall,Human Touch,
3626,2018-05-23,10,"You Can't Stop This Motherf**ker - Choir Only Mix (from ""Deadpool 2"")",Tyler Bates,
3627,2018-05-23,38,What If (I Told You I Like You),"Johnny Orlando, kenzie",
3628,2018-05-23,44,Powerglide (feat. Juicy J) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi",Juicy J
3629,2018-05-23,46,Electrified,Just Loud,
3630,2018-05-23,47,Take On Me - MTV Unplugged,a-ha,
3631,2018-05-23,49,Who's Gonna Love You,Tebey,
3632,2018-05-24,47,Better With You in It,MAJOR.,
3633,2018-05-24,48,Spaceship (feat. Uffie),Galantis,Uffie
3634,2018-05-25,6,Going Going Gone,Maddie Poppe,
3635,2018-05-25,47,Juveniles (feat. YBN Nahmir),Wifisfuneral,YBN Nahmir
3636,2018-05-25,49,"Deadpool Rap - X-Force Remix (from ""Deadpool 2"")",Teamheadkick,
3637,2018-05-26,27,Best For You,"TARI, Lani Rose",
3638,2018-05-28,2,No Place,RÜFÜS DU SOL,
3639,2018-05-28,4,Fallingwater,Maggie Rogers,
3640,2018-05-28,5,What Would Meek Do?,"Pusha T, Kanye West",
3641,2018-05-28,6,Only Can Get Better (feat. Daniel Merriweather),"Silk City, Diplo, Mark Ronson",Daniel Merriweather
3642,2018-05-28,7,High Hopes,Panic! At The Disco,
3643,2018-05-28,8,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,Skepta
3644,2018-05-28,11,Nervous,Shawn Mendes,
3645,2018-05-28,13,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,
3646,2018-05-28,14,What You Want,"Belly, The Weeknd",
3647,2018-05-28,19,If You Know You Know,Pusha T,
3648,2018-05-28,22,Purity (feat. Frank Ocean),A$AP Rocky,Frank Ocean
3649,2018-05-28,24,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",A$AP Rocky,"Moby, T.I. & Kid Cudi"
3650,2018-05-28,25,Let Me Down Slowly,Alec Benjamin,
3651,2018-05-28,27,Come Back Baby,Pusha T,
3652,2018-05-28,28,Infrared,Pusha T,
3653,2018-05-28,29,I'm Upset,Drake,
3654,2018-05-28,31,Hard Piano,"Pusha T, Rick Ross",
3655,2018-05-28,32,Boomin' In Your Jeep,Crystal Fighters,
3656,2018-05-28,33,The Games We Play,Pusha T,
3657,2018-05-28,34,Lean Wit Me,Juice WRLD,
3658,2018-05-28,40,Live It Up - Official Song 2018 FIFA World Cup Russia,"Nicky Jam, Will Smith, Era Istrefi",
3659,2018-05-28,41,Santeria,Pusha T,
3660,2018-05-28,45,PERCS | PERCZ,Denzel Curry,
3661,2018-05-28,47,Rosanna,Weezer,
3662,2018-05-28,48,TATI,"6ix9ine, DJ SpinKing",
3663,2018-05-28,49,Water on the Bridge,Chelsea Cutler,
3664,2018-05-28,50,February 3rd,Jorja Smith,
3665,2018-05-29,40,That Girl Is You,Dave Matthews Band,
3666,2018-05-29,43,Sinner,"Ric Wilson, Kweku Collins, Nick Kosma, Rane Raps, Hirsh",
3667,2018-05-29,48,Over Getting Over You,"Said The Sky, Matthew Koma",
3668,2018-05-29,50,We,HONEYMOAN,
3669,2018-05-30,44,Violent,Grapetooth,
3670,2018-05-30,47,Graffiti,CHVRCHES,
3671,2018-05-30,48,Fukk Sleep (feat. FKA twigs),A$AP Rocky,FKA twigs
3672,2018-05-31,46,Fallin' All In You,Shawn Mendes,
3673,2018-05-31,47,Like To Be You feat. Julia Michaels,Shawn Mendes,
3674,2018-05-31,48,Strong,"Zaytoven, Lil Uzi Vert",
3675,2018-05-31,49,Rise,"Jonas Blue, Jack & Jack",
3676,2018-06-01,8,Old niggas,Cordae,
3677,2018-06-01,27,Dead or Alive,Grace Turner,
3678,2018-06-03,10,Domino,Caine Casket,
3679,2018-06-04,1,Africa,Weezer,
3680,2018-06-04,2,Give Yourself A Try,The 1975,
3681,2018-06-04,3,All Mine,Kanye West,
3682,2018-06-04,4,Simple,Florida Georgia Line,
3683,2018-06-04,5,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5,Cardi B
3684,2018-06-04,6,Ghost Town,"Kanye West, PARTYNEXTDOOR",
3685,2018-06-04,7,You've Got a Friend in Me,"Rex Orange County, Randy Newman",
3686,2018-06-04,9,Yikes,Kanye West,
3687,2018-06-04,10,Programs,Mac Miller,
3688,2018-06-04,12,Karaoke (feat. Lizzo),Big Freedia,Lizzo
3689,2018-06-04,13,Humility (feat. George Benson),Gorillaz,George Benson
3690,2018-06-04,15,9th vs. Thought,Black Thought,
3691,2018-06-04,16,I Thought About Killing You,Kanye West,
3692,2018-06-04,17,Spread Love (Paddington) [feat. DVNO],Boston Bun,
3693,2018-06-04,19,Violent Crimes,Kanye West,
3694,2018-06-04,20,Twofifteen,Black Thought,
3695,2018-06-04,21,Wouldn't Leave,"Kanye West, PARTYNEXTDOOR",
3696,2018-06-04,24,IDWK,"DVBBS, blackbear",
3697,2018-06-04,26,The Dark Sentencer,Coheed and Cambria,
3698,2018-06-04,30,Come Over,The Internet,
3699,2018-06-04,31,Again And Again,Dave Matthews Band,
3700,2018-06-04,33,Colour,"MNEK, Hailee Steinfeld",
3701,2018-06-04,34,All Your Love,"Flight Facilities, Dustin Tebbutt",
3702,2018-06-04,35,Heaven Only Knows,Bob Moses,
3703,2018-06-04,38,Alone Together,Dan + Shay,
3704,2018-06-04,39,Get Back Right,"Lecrae, Zaytoven",
3705,2018-06-04,40,Fast Slow Disco,St. Vincent,
3706,2018-06-04,46,I Know You (feat. Yung Pinch),Lil Skies,Yung Pinch
3707,2018-06-04,48,sex money feelings die,Lykke Li,
3708,2018-06-04,50,MALAMENTE - Cap.1: Augurio,ROSALÍA,
3709,2018-06-05,45,Dostoyevsky,"Black Thought, Rapsody",
3710,2018-06-05,47,Pa Dentro,Juanes,
3711,2018-06-05,48,Must've Never Met You,Luke Combs,
3712,2018-06-06,40,Arc-en-ciel,Polo & Pan,
3713,2018-06-06,42,Weightless Part 1,Marconi Union,
3714,2018-06-06,47,Colombia Caribe,ChocQuibTown,
3715,2018-06-06,50,Free,Third Party,
3716,2018-06-07,1,Dad Hair - Sofi Tukker Remix,Brandon Wardell,
3717,2018-06-09,47,Burning Man,"Dierks Bentley, Brothers Osborne",
3718,2018-06-11,1,Midsummer Madness,"88rising, Joji, Rich Brian, Higher Brothers, AUGUST 08",
3719,2018-06-11,2,Reborn,KIDS SEE GHOSTS,
3720,2018-06-11,3,Magic In The Hamptons (feat. Lil Yachty),Social House,Lil Yachty
3721,2018-06-11,4,4th Dimension,"KIDS SEE GHOSTS, Louis Prima",
3722,2018-06-11,5,Lovesick Blues,Mason Ramsey,
3723,2018-06-11,6,Feel The Love,"KIDS SEE GHOSTS, Pusha T",
3724,2018-06-11,7,Cudi Montage,KIDS SEE GHOSTS,
3725,2018-06-11,9,"The Island, Pt. 1 (Dawn) - Skrillex Remix",Pendulum,
3726,2018-06-11,10,Karma,"Sky Rompiendo, J Balvin, Ozuna",
3727,2018-06-11,11,Reverse (Ft. G-Eazy),VIC MENSA,
3728,2018-06-11,13,Freeee (Ghost Town Pt. 2),"KIDS SEE GHOSTS, Ty Dolla $ign",
3729,2018-06-11,14,RAMPAGE,GRAVEDGR,
3730,2018-06-11,17,Pa Mi (with Ozuna),Tory Lanez,
3731,2018-06-11,18,Kids See Ghosts,"KIDS SEE GHOSTS, Yasiin Bey",
3732,2018-06-11,19,Liberated,"DeJ Loaf, Leon Bridges",
3733,2018-06-11,20,Lose It,Kane Brown,
3734,2018-06-11,22,Clandestino,"Shakira, Maluma",
3735,2018-06-11,23,Fire,KIDS SEE GHOSTS,
3736,2018-06-11,24,The Rover,Interpol,
3737,2018-06-11,29,Here On Out,Dave Matthews Band,
3738,2018-06-11,30,The Grey,Thrice,
3739,2018-06-11,32,Middle Finger,"Phoebe Ryan, Quinn XCII",
3740,2018-06-11,36,The Light,"Jeremih, Ty Dolla $ign",
3741,2018-06-11,37,Younger,Ruel,
3742,2018-06-11,38,Into Your Arms (feat. Ava Max),Witt Lowry,Ava Max
3743,2018-06-11,39,This Way - From SUPERFLY - Original Soundtrack,"Khalid, H.E.R.",
3744,2018-06-11,40,Diamonds,"Jauz, Kiiara",
3745,2018-06-11,41,Lonely Alone,"Chelsea Cutler, Jeremy Zucker",
3746,2018-06-11,44,Letting Go,Wild Nothing,
3747,2018-06-11,50,The Upside Down,"Wolfgang Gartner, JayKode",
3748,2018-06-12,14,My Own Grave,As I Lay Dying,
3749,2018-06-12,48,You & Jennifer,bülow,
3750,2018-06-13,41,Don't Stop,David Solomon,
3751,2018-06-13,50,Lost & Found,Jorja Smith,
3752,2018-06-14,12,Ur Cute,"ZenAware, Evergreen",
3753,2018-06-14,50,Idea Of You,Dave Matthews Band,
3754,2018-06-15,18,Blue Jungle,Natalie,
3755,2018-06-15,32,Crush,Cigarettes After Sex,
3756,2018-06-18,1,Kanye's Bday Song,"Chaos Chaos, Rick and Morty",
3757,2018-06-18,2,Ocean (feat. Khalid),Martin Garrix,Khalid
3758,2018-06-18,3,Bigger Than You (feat. Drake & Quavo),2 Chainz,Drake & Quavo
3759,2018-06-18,4,Dance To This (feat. Ariana Grande),Troye Sivan,Ariana Grande
3760,2018-06-18,5,Born To Be Yours,"Kygo, Imagine Dragons",
3761,2018-06-18,10,Bed (feat. Ariana Grande),Nicki Minaj,Ariana Grande
3762,2018-06-18,11,Rich Sex (feat. Lil Wayne),Nicki Minaj,Lil Wayne
3763,2018-06-18,14,Undo,"RL Grime, Jeremih, Tory Lanez",
3764,2018-06-18,16,Gold Rush,Death Cab for Cutie,
3765,2018-06-18,17,Keeping Score (feat. Kelly Clarkson),Dan + Shay,Kelly Clarkson
3766,2018-06-18,18,Adam and Eve,"Nas, The-Dream",
3767,2018-06-18,20,Cops Shot The Kid,"Nas, Kanye West",
3768,2018-06-18,21,Superlove (feat. Oh Wonder),Whethan,Oh Wonder
3769,2018-06-18,22,Got Friends,"GoldLink, Miguel",
3770,2018-06-18,23,Simplify,Young the Giant,
3771,2018-06-18,24,everything,"Nas, The-Dream, Kanye West",
3772,2018-06-18,25,Wow Freestyle (feat. Kendrick Lamar),Jay Rock,Kendrick Lamar
3773,2018-06-18,28,In Cold Blood (feat. Pusha T) - Twin Shadow Version,alt-J,Pusha T
3774,2018-06-18,31,Not For Radio,"Nas, Diddy, 070 Shake",
3775,2018-06-18,32,Growing Pains,Alessia Cara,
3776,2018-06-18,34,DDU-DU DDU-DU,BLACKPINK,
3777,2018-06-18,37,Cry Little Sister,Marilyn Manson,
3778,2018-06-18,38,Settle Down Easy,Rebelution,
3779,2018-06-18,40,Another Lifetime,Nao,
3780,2018-06-18,41,Don't Sleep (feat. French Montana & Stefflon Don),Chromeo,French Montana & Stefflon Don
3781,2018-06-18,42,Just Thought You Should Know,Betty Who,
3782,2018-06-18,45,Move Me,"Mura Masa, Octavian",
3783,2018-06-18,46,Trust Me (feat. Ty Dolla $ign),Bhad Bhabie,Ty Dolla $ign
3784,2018-06-18,50,The Breakup Song,Francesca Battistelli,
3785,2018-06-19,46,OSOM (feat. J. Cole),Jay Rock,J. Cole
3786,2018-06-19,47,Calypso,"Luis Fonsi, Stefflon Don",
3787,2018-06-19,49,Your Lovin' (feat. MØ & Yxng Bane),Steel Banglez,MØ & Yxng Bane
3788,2018-06-19,50,Fire Flies,Gorillaz,
3789,2018-06-20,48,Moving On,"Global Dan, Lil Skies",
3790,2018-06-20,50,Let Me Live (feat. Anne-Marie & Mr Eazi),"Rudimental, Major Lazer",Anne-Marie & Mr Eazi
3791,2018-06-21,26,Dope,"PashaPG, 6ix9ine",
3792,2018-06-21,50,Not Thinkin' Bout You,Ruel,
3793,2018-06-22,39,La Cintura,Alvaro Soler,
3794,2018-06-22,42,Best Shot,Jimmie Allen,
3795,2018-06-22,47,Elm Street,Jimmy Wopo,
3796,2018-06-24,47,girls,girl in red,
3797,2018-06-24,48,Enemies,Lauv,
3798,2018-06-25,1,Forever Always,"Peter CottonTale, Rex Orange County, Chance the Rapper, Daniel Caesar, Madison Ryann Ward, Yebba",
3799,2018-06-25,2,APESHIT,The Carters,
3800,2018-06-25,3,SUMMER,The Carters,
3801,2018-06-25,4,FRIENDS,The Carters,
3802,2018-06-25,6,Sober,Demi Lovato,
3803,2018-06-25,7,the light is coming (feat. Nicki Minaj),Ariana Grande,Nicki Minaj
3804,2018-06-25,8,Boys,Lizzo,
3805,2018-06-25,12,LOVEHAPPY,The Carters,
3806,2018-06-25,14,BOSS,The Carters,
3807,2018-06-25,15,Switch,6LACK,
3808,2018-06-25,16,WTP,"Teyana Taylor, Mykki Blanco",
3809,2018-06-25,18,NICE,The Carters,
3810,2018-06-25,19,Come On To Me,Paul McCartney,
3811,2018-06-25,21,Drop (feat. Blac Youngsta & BlocBoy JB),G-Eazy,Blac Youngsta & BlocBoy JB
3812,2018-06-25,22,GHOST,"Jaden, Christian Rich",
3813,2018-06-25,23,Gonna Love Me,Teyana Taylor,
3814,2018-06-25,26,Hurry,"Teyana Taylor, Kanye West",
3815,2018-06-25,27,Boca Raton (with A$AP Ferg),Bas,
3816,2018-06-25,28,Caught Me a Rhythm,"Viceroy, Marc E. Bassy",
3817,2018-06-25,29,HEARD ABOUT US,The Carters,
3818,2018-06-25,30,Summer on You,PRETTYMUCH,
3819,2018-06-25,31,Cielito Lindo,Carlos Rivera,
3820,2018-06-25,33,713,The Carters,
3821,2018-06-25,34,Big God,Florence + The Machine,
3822,2018-06-25,37,"Plug Walk (feat. Gucci Mane, YG, 2Chainz) - Remix","Rich The Kid, 2 Chainz","Gucci Mane, YG, 2Chainz"
3823,2018-06-25,38,Legends,Juice WRLD,
3824,2018-06-25,40,Hopeless Romantic (feat. Swae Lee),Wiz Khalifa,Swae Lee
3825,2018-06-25,41,WHY,NF,
3826,2018-06-25,43,Issues/Hold On,Teyana Taylor,
3827,2018-06-25,44,What Keeps You Up At Night,Dan + Shay,
3828,2018-06-25,45,Rose In Harlem,Teyana Taylor,
3829,2018-06-25,46,Green Gucci Suit (feat. Future),Rick Ross,Future
3830,2018-06-25,48,BLACK EFFECT,The Carters,
3831,2018-06-25,49,Salvation,Tash Sultana,
3832,2018-06-25,50,Just For A Moment (feat. Iselin),Gryffin,Iselin
3833,2018-06-26,40,When I Grow Up (feat. Wiz Khalifa),"Dimitri Vegas & Like Mike, Dimitri Vegas",Wiz Khalifa
3834,2018-06-26,46,TAlk tO Me (with Rich The Kid),Tory Lanez,
3835,2018-06-26,47,Me Likey,Trippie Redd,
3836,2018-06-26,48,My Side of the Fence,Dan + Shay,
3837,2018-06-26,50,Dancing's Not a Crime,Panic! At The Disco,
3838,2018-06-27,33,Whenever (feat. Conor Maynard),"Kris Kross Amsterdam, The Boy Next Door",Conor Maynard
3839,2018-06-27,44,3Way,Teyana Taylor,
3840,2018-06-27,50,I Like It - Dillon Francis Remix,"Cardi B, Bad Bunny, J Balvin",
3841,2018-06-28,47,"Hey Look Ma, I Made It",Panic! At The Disco,
3842,2018-06-28,48,Only You (with Little Mix),Cheat Codes,
3843,2018-06-28,50,Never Would Have Made It,Teyana Taylor,
3844,2018-06-29,3,American Pharaoh,Jase Harley,
3845,2018-06-29,48,I'm a Mess,Bebe Rexha,
3846,2018-06-30,45,Body,"Loud Luxury, Brando",
3847,2018-07-02,1,Survival,Drake,
3848,2018-07-02,2,Nonstop,Drake,
3849,2018-07-02,3,Don’t Matter To Me,"Drake, Michael Jackson",
3850,2018-07-02,4,Emotionless,Drake,
3851,2018-07-02,5,In My Feelings,Drake,
3852,2018-07-02,10,Summer Games,Drake,
3853,2018-07-02,11,Elevate,Drake,
3854,2018-07-02,12,Mob Ties,Drake,
3855,2018-07-02,13,Talk Up,"Drake, JAY-Z",
3856,2018-07-02,14,8 Out Of 10,Drake,
3857,2018-07-02,16,Ratchet Happy Birthday,Drake,
3858,2018-07-02,17,Nobody,Mitski,
3859,2018-07-02,18,Estamos Bien,Bad Bunny,
3860,2018-07-02,19,Apollo - Radio Edit,St. Paul & The Broken Bones,
3861,2018-07-02,20,The Way I See It,Mason Ramsey,
3862,2018-07-02,21,Jaded,Drake,
3863,2018-07-02,22,Can’t Take A Joke,Drake,
3864,2018-07-02,23,Sandra’s Rose,Drake,
3865,2018-07-02,24,March 14,Drake,
3866,2018-07-02,27,After Dark,"Drake, Static Major, Ty Dolla $ign",
3867,2018-07-02,28,Américano,¿Téo?,
3868,2018-07-02,30,X (feat. Maluma & Ozuna) - Remix,"Nicky Jam, J Balvin",Maluma & Ozuna
3869,2018-07-02,31,That’s How You Feel,Drake,
3870,2018-07-02,36,Another Chance (Don Diablo Edit),Big Pineapple,
3871,2018-07-02,37,Blue Tint,Drake,
3872,2018-07-02,39,Karma,Queen Naija,
3873,2018-07-02,40,Stay Woke (feat. Miguel),Meek Mill,Miguel
3874,2018-07-02,41,Finesse,Drake,
3875,2018-07-02,43,Peak,Drake,
3876,2018-07-02,45,Is There More,Drake,
3877,2018-07-02,47,Final Fantasy,Drake,
3878,2018-07-02,49,Let It Go,"88rising, Higher Brothers, BlocBoy JB",
3879,2018-07-02,50,Patricia,Florence + The Machine,
3880,2018-07-03,46,Love That About You,Filmore,
3881,2018-07-03,49,Every Little Thing,Hillsong Young & Free,
3882,2018-07-03,50,Still New York (feat. Joey Bada$$),MAX,Joey Bada$$
3883,2018-07-04,47,Connection,OneRepublic,
3884,2018-07-05,48,Dancing Alone,"Axwell /\ Ingrosso, RØMANS",
3885,2018-07-05,49,Bad for Me,"King Henry, Elle Watson",
3886,2018-07-06,36,Original,"Arcangel, Bad Bunny",
3887,2018-07-08,44,I Kill People,Das,
3888,2018-07-08,47,The Story Of Adidon,Das,
3889,2018-07-09,3,Freaking Out,A R I Z O N A,
3890,2018-07-09,5,Gratitude,Big Red Machine,
3891,2018-07-09,6,SoulMate,Justin Timberlake,
3892,2018-07-09,7,1999 WILDFIRE,BROCKHAMPTON,
3893,2018-07-09,8,Barcelona,Max George,
3894,2018-07-09,9,Tequila - R3HAB Remix,Dan + Shay,
3895,2018-07-09,10,Fight for Me,"GAWVI, Lecrae",
3896,2018-07-09,11,Better,"SG Lewis, Clairo",
3897,2018-07-09,12,Kream (feat. Tyga),Iggy Azalea,Tyga
3898,2018-07-09,13,Millidelphia (feat. Swizz Beatz),Meek Mill,Swizz Beatz
3899,2018-07-09,15,I Was in a Cult,"teddy<3, Teddy Geiger",
3900,2018-07-09,16,Who Want The Smoke?,"Lil Yachty, Cardi B, Offset",
3901,2018-07-09,18,Dangerous (feat. Jeremih and PnB Rock),Meek Mill,Jeremih and PnB Rock
3902,2018-07-09,23,Boo'd Up (with Nicki Minaj & Quavo) - Remix,Ella Mai,
3903,2018-07-09,25,Drug Addicts,Lil Pump,
3904,2018-07-09,26,Talk You Out Of It,Florida Georgia Line,
3905,2018-07-09,29,Doesn't matter,Christine and the Queens,
3906,2018-07-09,30,No Good,"Zonderling, Don Diablo",
3907,2018-07-09,33,Riverside 2099,"Oliver Heldens, Sidney Samson",
3908,2018-07-09,35,FSU (feat. GASHI & Rich The Kid),Jay Park,GASHI & Rich The Kid
3909,2018-07-09,37,WIFI LIT,Future,
3910,2018-07-09,38,Talk,Why Don't We,
3911,2018-07-09,40,Timing,YK Osiris,
3912,2018-07-09,41,"Me, Myself & I (feat. Bryn Christopher)",Blonde,Bryn Christopher
3913,2018-07-09,46,PettyWap,Young M.A,
3914,2018-07-09,47,Fresh Prince Of Belaire,"Dave East, Rick Ross",
3915,2018-07-09,48,Summer Days,A R I Z O N A,
3916,2018-07-09,49,Karma,Years & Years,
3917,2018-07-09,50,Try Not To Love You,"Dzeko, Aspyer, Matluck",
3918,2018-07-10,47,Lay Me Down,Timeflies,
3919,2018-07-10,50,je t'adore (feat. Ty Senoj),Sylo Nozra,Ty Senoj
3920,2018-07-11,47,Pretty Boys,"Kasai, Joey Bada$$",
3921,2018-07-11,49,Lava Lamps (feat. Beekwilder),Maty Noyes,Beekwilder
3922,2018-07-11,50,1 AM,Meek Mill,
3923,2018-07-12,28,Here We Are Again,CAGGIE,
3924,2018-07-13,2,Three Lions,"Baddiel, Skinner & Lightning Seeds",
3925,2018-07-13,39,In My Mind,"Dynoro, Gigi D'Agostino",
3926,2018-07-13,40,She Got the Best of Me,Luke Combs,
3927,2018-07-13,48,I Don't Know About You,Chris Lane,
3928,2018-07-14,44,This Time,High N Wild,
3929,2018-07-14,45,Estamos Bien,Street Rappers,
3930,2018-07-16,1,Eastside (with Halsey & Khalid),benny blanco,
3931,2018-07-16,2,Summertime Magic,Childish Gambino,
3932,2018-07-16,4,You Say,Lauren Daigle,
3933,2018-07-16,5,God is a woman,Ariana Grande,
3934,2018-07-16,6,Jumpsuit,Twenty One Pilots,
3935,2018-07-16,7,Wasted (feat. Lil Uzi Vert),Juice WRLD,Lil Uzi Vert
3936,2018-07-16,8,Kung Fu,Cordae,
3937,2018-07-16,9,Nico And The Niners,Twenty One Pilots,
3938,2018-07-16,10,Feels Like Summer,Childish Gambino,
3939,2018-07-16,11,The City (with Quinn XCII),Louis The Child,
3940,2018-07-16,12,Forever on Your Side (with JOHNNYSWIM),NEEDTOBREATHE,
3941,2018-07-16,14,Self Care,Mac Miller,
3942,2018-07-16,15,Trippin' (feat. Khalid),Buddy,Khalid
3943,2018-07-16,16,Desperate Man,Eric Church,
3944,2018-07-16,18,Pressure,RL Grime,
3945,2018-07-16,19,Sun In Our Eyes,"MØ, Diplo",
3946,2018-07-16,21,Bubblin (feat. Busta Rhymes) - Remix,Anderson .Paak,Busta Rhymes
3947,2018-07-16,23,White Fence,Sophia Scott,
3948,2018-07-16,24,Satisfied (feat. MAX),Galantis,MAX
3949,2018-07-16,27,All Is Lost,"Getter, nothing,nowhere.",
3950,2018-07-16,29,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,
3951,2018-07-16,34,Jet Black,Channel Tres,
3952,2018-07-16,36,Fr Fr (feat. Lil Skies),Wiz Khalifa,Lil Skies
3953,2018-07-16,43,Como,"Kim Viera, Daddy Yankee",
3954,2018-07-16,44,Higher,"Audien, Cecilia Gault",
3955,2018-07-16,45,Chemicals,Gregory Alan Isakov,
3956,2018-07-16,46,Costume Party,Lauren Duski,
3957,2018-07-16,47,Mama Look at Me Now,Galantis,
3958,2018-07-16,48,Ooh Yea (feat. Ty Dolla $ign),Fabolous,Ty Dolla $ign
3959,2018-07-16,50,Harvest Love,Tash Sultana,
3960,2018-07-17,5,"Smile (Living My Best Life) (feat. Snoop Dogg, Ball Greezy & Midnight Star)",Lil Duval,"Snoop Dogg, Ball Greezy & Midnight Star"
3961,2018-07-17,14,Stand and Deliver,Patrick Droney,
3962,2018-07-17,27,Dreamin' (feat. Fiora),Seven Lions,Fiora
3963,2018-07-18,41,Monophobia,"deadmau5, Rob Swire",
3964,2018-07-18,43,Cooler,Mikey Mike,
3965,2018-07-19,46,Heaven Wasn't Made For Me,Terror Jr,
3966,2018-07-20,10,When I Kissed The Teacher,"Lily James, Jessica Keenan Wynn, Alexa Davies, Celia Imrie",
3967,2018-07-20,12,"Waterloo - From ""Mamma Mia! Here We Go Again""","Hugh Skinner, Lily James",
3968,2018-07-20,19,Mamma Mia,"Lily James, Jessica Keenan Wynn, Alexa Davies",
3969,2018-07-21,23,Why Did It Have To Be Me?,"Josh Dylan, Lily James, Hugh Skinner",
3970,2018-07-21,47,Be Alright,Dean Lewis,
3971,2018-07-22,16,The Hardest Part About Breaking Up (Is Getting Back Your Stuff),2gether,
3972,2018-07-22,26,"Andante, Andante",Lily James,
3973,2018-07-22,50,Plane Crazy,641,
